#############################  PARAMETERS  ###################################
# cuda
	cuda: True
# train/test parameters	model_name: SimpleFC
	optimizer: SGD
	epochs: 120
	batch_size: 100
	seed: 75
	lr: 0.1
	weight_decay: 0.0001
# data preparation parameters
	patch_size: 21
	indianPines_band: 220
	indianPines_class: 16
# SimpleNet parameters
	conv1: 500
	conv2: 100
	fc1: 200
	fc2: 84
# SimpleFC parameters
	FC_1: 500
	FC_2: 350
	FC_3: 150
	FC_4: 16
##############################################################################

#############################  MODEL  ###################################

SimpleFC(
  (FC): Sequential(
    (0): Linear(in_features=97020, out_features=500, bias=True)
    (1): ReLU()
    (2): Linear(in_features=500, out_features=350, bias=True)
    (3): ReLU()
    (4): Linear(in_features=350, out_features=150, bias=True)
    (5): ReLU()
    (6): Linear(in_features=150, out_features=16, bias=True)
    (7): ReLU()
  )
  (Softmax): Softmax()
)
##############################################################################

Epoch 1/120| Time: 7.81s| Loss: 1.5829
Epoch 2/120| Time: 7.78s| Loss: 0.5673
Epoch 3/120| Time: 7.78s| Loss: 0.5517
Epoch 4/120| Time: 7.77s| Loss: 0.5324
Epoch 5/120| Time: 7.83s| Loss: 0.3416
Epoch 6/120| Time: 7.78s| Loss: 0.2902
Epoch 7/120| Time: 7.83s| Loss: 0.1670
Epoch 8/120| Time: 7.81s| Loss: 0.1028
Epoch 9/120| Time: 7.81s| Loss: 0.0903
Epoch 10/120| Time: 7.79s| Loss: 0.0849
>>--/home/xueyiming/PytorchWorkspace/snapshots/patch_size21/SimpleFC_2019-01-10_09-04-30/SimpleFC10.model model saved--<<
>>--/home/xueyiming/PytorchWorkspace/snapshots/patch_size21/SimpleFC_2019-01-10_09-04-30/SimpleFC10.model model loaded--<<
	Batch_idx: 0 | Loss: 0.6615 | AccuracyNumber: 91
	Batch_idx: 1 | Loss: 0.0075 | AccuracyNumber: 100
	Batch_idx: 2 | Loss: 0.0021 | AccuracyNumber: 100
	Batch_idx: 3 | Loss: 0.0099 | AccuracyNumber: 100
	Batch_idx: 4 | Loss: 0.0019 | AccuracyNumber: 100
	Batch_idx: 5 | Loss: 0.0536 | AccuracyNumber: 98
	Batch_idx: 6 | Loss: 0.0098 | AccuracyNumber: 100
	Batch_idx: 7 | Loss: 0.1484 | AccuracyNumber: 97
	Batch_idx: 8 | Loss: 0.1054 | AccuracyNumber: 98
	Batch_idx: 9 | Loss: 0.1259 | AccuracyNumber: 97
	Batch_idx: 10 | Loss: 0.2139 | AccuracyNumber: 97
